client#,Round#,Training Loss,ACC,Pre,Recall,f1-score
6,67,4.839896e-07,1.0,1.0,1.0,1.0
7,67,2.955517e-07,1.0,1.0,1.0,1.0
8,67,3.2900647e-07,1.0,1.0,1.0,1.0
9,67,0.005561712,0.9987301587301587,0.9987300192829016,0.9987022105278107,0.9987134204547745
10,67,0.00041051523,0.9996825396825397,0.9996649916247906,0.9996946564885496,0.9996793095663239
1,68,9.829052e-07,1.0,1.0,1.0,1.0
2,68,1.169563e-06,1.0,1.0,1.0,1.0
3,68,4.3310945e-07,1.0,1.0,1.0,1.0
4,68,4.655756e-07,1.0,1.0,1.0,1.0
5,68,9.879504e-07,1.0,1.0,1.0,1.0
6,68,3.1601851e-07,1.0,1.0,1.0,1.0
7,68,5.971691e-07,1.0,1.0,1.0,1.0
8,68,4.102744e-07,1.0,1.0,1.0,1.0
9,68,3.3858322e-07,1.0,1.0,1.0,1.0
10,68,2.5149686e-07,1.0,1.0,1.0,1.0
1,69,2.0931714e-07,1.0,1.0,1.0,1.0
2,69,0.0026158285,0.9990476190476191,0.99903006706189,0.9990757660152146,0.9990511895255267
3,69,0.00012035743,1.0,1.0,1.0,1.0
4,69,3.7804733e-07,1.0,1.0,1.0,1.0
5,69,3.8646738e-07,1.0,1.0,1.0,1.0
6,69,3.215108e-07,1.0,1.0,1.0,1.0
7,69,2.1386818e-07,1.0,1.0,1.0,1.0
8,69,3.2848692e-07,1.0,1.0,1.0,1.0
9,69,3.3641618e-07,1.0,1.0,1.0,1.0
10,69,2.4949273e-07,1.0,1.0,1.0,1.0
1,70,3.5414098e-07,1.0,1.0,1.0,1.0
2,70,4.116405e-07,1.0,1.0,1.0,1.0
3,70,0.00011996846,1.0,1.0,1.0,1.0
4,70,0.00090288103,0.9996825396825397,0.9996852713946117,0.9996603435201443,0.9996725391636506
5,70,9.009781e-07,1.0,1.0,1.0,1.0
6,70,3.8780573e-07,1.0,1.0,1.0,1.0
7,70,3.1031104e-07,1.0,1.0,1.0,1.0
8,70,4.4607114e-07,1.0,1.0,1.0,1.0
9,70,5.978197e-07,1.0,1.0,1.0,1.0
10,70,3.2392538e-07,1.0,1.0,1.0,1.0
1,71,3.2095068e-07,1.0,1.0,1.0,1.0
2,71,4.291924e-07,1.0,1.0,1.0,1.0
3,71,2.302361e-06,1.0,1.0,1.0,1.0
4,71,3.2325448e-07,1.0,1.0,1.0,1.0
5,71,0.011582448,0.9973015873015874,0.9970761953883092,0.9970428529877537,0.9970282988777226
6,71,0.0009010308,0.9996825396825397,0.9996941896024465,0.9996742671009772,0.9996837285061544
7,71,0.0006518578,0.9996825396825397,0.9996753212610681,0.999677519782073,0.9996761579511524
8,71,7.189892e-07,1.0,1.0,1.0,1.0
9,71,6.700319e-07,1.0,1.0,1.0,1.0
10,71,3.7785887e-07,1.0,1.0,1.0,1.0
1,72,5.595097e-07,1.0,1.0,1.0,1.0
2,72,2.4816575e-06,1.0,1.0,1.0,1.0
3,72,4.039699e-07,1.0,1.0,1.0,1.0
4,72,4.7332688e-07,1.0,1.0,1.0,1.0
5,72,4.5050888e-07,1.0,1.0,1.0,1.0
6,72,3.1228893e-07,1.0,1.0,1.0,1.0
7,72,2.530326e-07,1.0,1.0,1.0,1.0
8,72,0.0005871084,0.9998412698412699,0.9998175182481752,0.9998402555910543,0.9998287397479277
9,72,4.248153e-06,1.0,1.0,1.0,1.0
10,72,8.550791e-07,1.0,1.0,1.0,1.0
1,73,8.9432785e-07,1.0,1.0,1.0,1.0
2,73,4.562512e-07,1.0,1.0,1.0,1.0
3,73,5.922453e-07,1.0,1.0,1.0,1.0
4,73,4.3194075e-07,1.0,1.0,1.0,1.0
5,73,6.172347e-07,1.0,1.0,1.0,1.0
6,73,3.829889e-07,1.0,1.0,1.0,1.0
7,73,2.8191695e-07,1.0,1.0,1.0,1.0
8,73,3.443953e-07,1.0,1.0,1.0,1.0
9,73,7.4448775e-07,1.0,1.0,1.0,1.0
10,73,3.8885605e-07,1.0,1.0,1.0,1.0
1,74,0.00020286863,0.9998412698412699,0.9998415213946117,0.9998310810810811,0.9998361670050805
2,74,9.1459833e-07,1.0,1.0,1.0,1.0
3,74,4.871324e-07,1.0,1.0,1.0,1.0
4,74,1.1652331e-06,1.0,1.0,1.0,1.0
5,74,4.918611e-07,1.0,1.0,1.0,1.0
6,74,3.3134137e-07,1.0,1.0,1.0,1.0
7,74,2.8282554e-07,1.0,1.0,1.0,1.0
8,74,2.6770573e-07,1.0,1.0,1.0,1.0
9,74,3.713554e-07,1.0,1.0,1.0,1.0
10,74,3.5333946e-07,1.0,1.0,1.0,1.0
1,75,3.9884725e-07,1.0,1.0,1.0,1.0
2,75,3.4920035e-07,1.0,1.0,1.0,1.0
3,75,2.356296e-07,1.0,1.0,1.0,1.0
4,75,2.951355e-07,1.0,1.0,1.0,1.0
5,75,2.9647092e-07,1.0,1.0,1.0,1.0
6,75,0.0004912117,0.9998412698412699,0.9998387096774193,0.9998400000000001,0.9998392256985571
7,75,3.97251e-07,1.0,1.0,1.0,1.0
8,75,3.6595824e-07,1.0,1.0,1.0,1.0
9,75,8.550432e-07,1.0,1.0,1.0,1.0
10,75,5.2599324e-07,1.0,1.0,1.0,1.0
1,76,3.5069255e-07,1.0,1.0,1.0,1.0
2,76,3.1183245e-07,1.0,1.0,1.0,1.0
3,76,3.1039315e-07,1.0,1.0,1.0,1.0
4,76,3.125439e-07,1.0,1.0,1.0,1.0
5,76,3.6768526e-07,1.0,1.0,1.0,1.0
6,76,1.1431606e-06,1.0,1.0,1.0,1.0
7,76,2.5163814e-07,1.0,1.0,1.0,1.0
8,76,2.0468138e-07,1.0,1.0,1.0,1.0
9,76,0.0025321583,0.9992063492063492,0.9993065187239945,0.9992191744671602,0.9992606304166228
10,76,0.0005214902,0.9998412698412699,0.9998546511627907,0.9998275862068965,0.9998409914503098
1,77,4.465119e-07,1.0,1.0,1.0,1.0
2,77,4.5889342e-07,1.0,1.0,1.0,1.0
3,77,5.4629237e-07,1.0,1.0,1.0,1.0
4,77,3.5337382e-07,1.0,1.0,1.0,1.0
5,77,4.576086e-07,1.0,1.0,1.0,1.0
6,77,2.8116773e-07,1.0,1.0,1.0,1.0
7,77,2.406628e-07,1.0,1.0,1.0,1.0
8,77,3.0437957e-07,1.0,1.0,1.0,1.0
9,77,3.8598273e-07,1.0,1.0,1.0,1.0
10,77,2.58119e-07,1.0,1.0,1.0,1.0
1,78,2.0378239e-07,1.0,1.0,1.0,1.0
2,78,1.8168452e-05,1.0,1.0,1.0,1.0
3,78,0.00010569924,1.0,1.0,1.0,1.0
4,78,3.0769306e-06,1.0,1.0,1.0,1.0
5,78,6.1607176e-07,1.0,1.0,1.0,1.0
